"id","rated","turns","victory_status","winner","increment_code","white_rating","black_rating","opening_eco","opening_name","opening_ply","base_minutes"
"D1SkxJzy","TRUE",31,"resign","white","10+0",1366,1308,"C00","French Defense: Knight Variation",3,10
"3dn1h2k9","TRUE",11,"resign","white","10+0",1295,1381,"A00","Mieses Opening",1,10
"Pky8l3Lt","TRUE",11,"resign","white","10+0",1315,1305,"C00","French Defense: Queen's Knight",3,10
"dKW27o1C","TRUE",49,"resign","white","10+0",1294,1334,"A00","Mieses Opening",1,10
"ytR8qwlM","TRUE",72,"resign","black","10+0",1303,1354,"C20","King's Pawn Game: Leonardis Variation",3,10
"5OGbiIWT","TRUE",85,"resign","white","10+0",1344,1313,"C00","French Defense #2",2,10
"cD38oLH2","TRUE",58,"resign","black","10+0",1323,1334,"C00","French Defense: Schlechter Variation",5,10
"Jb7C1x9e","TRUE",80,"resign","white","10+0",1311,1338,"C42","Russian Game: Urusov Gambit",5,10
"J3XT3dpb","TRUE",61,"mate","white","10+0",1327,1322,"C02","French Defense: Advance Variation #3",5,10
"WX24MyQf","TRUE",64,"resign","white","15+8",1819,1128,"C50","Italian Game",5,15
"Ix0jkl7X","TRUE",26,"mate","black","20+0",1134,1372,"C42","Russian Game: Urusov Gambit",5,20
"JAl8hjBY","TRUE",51,"resign","black","10+5",1137,1533,"B23","Sicilian Defense: Closed Variation",3,10
"CLaooF3B","TRUE",41,"resign","white","10+0",1217,1149,"C40","King's Pawn Game: McConnell Defense",4,10
"T1f6mLqd","TRUE",48,"resign","white","10+0",1206,1163,"C47","Four Knights Game: Scotch Variation",7,10
"70hnZwbO","TRUE",20,"resign","white","15+11",1242,1176,"C46","Four Knights Game: Italian Variation",7,15
"wafu9DiL","TRUE",25,"resign","white","10+0",1147,1520,"C66","Ruy Lopez: Berlin Defense |  Closed Bernstein Variation",13,10
"JKW6wGZD","TRUE",20,"outoftime","black","10+8",1156,1297,"C41","Philidor Defense",5,10
"maXrGBcM","TRUE",11,"outoftime","white","10+0",1329,1166,"C20","King's Pawn Game: Leonardis Variation",3,10
"ZmdFmvG1","TRUE",63,"resign","white","15+0",1445,1172,"C44","Scotch Game",5,15
"ZTunC5qi","TRUE",19,"draw","draw","15+0",1176,1090,"C65","Ruy Lopez: Berlin Defense",7,15
"7f0UNNfx","TRUE",21,"resign","white","15+0",1379,1149,"C42","Russian Game: Three Knights Game",5,15
"i3BbZKFC","TRUE",134,"mate","black","15+0",1155,1459,"C47","Four Knights Game: Scotch Variation Accepted",8,15
"5m7qBD0O","TRUE",129,"mate","white","15+0",1381,1163,"C20","King's Pawn Game: Wayward Queen Attack",3,15
"Lf44SpwN","TRUE",39,"resign","white","15+0",1540,1169,"C20","King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit",4,15
"MwpYMt51","TRUE",33,"resign","black","12+0",1171,1648,"C50","Four Knights Game: Italian Variation",8,12
"4KH8rIMd","TRUE",60,"mate","black","10+3",1172,1760,"C45","Scotch Game",7,10
"qsQPUc4I","TRUE",87,"resign","white","15+1",1434,1179,"C48","Four Knights Game: Spanish Variation",7,15
"MydazshY","TRUE",62,"resign","black","15+0",1190,1337,"C41","Philidor Defense",5,15
"6Q01zumr","TRUE",22,"resign","black","9+5",1698,1154,"A22","English Opening: King's English Variation |  Two Knights Variation",4,9
"pTxlu2iZ","TRUE",40,"outoftime","black","20+5",1158,1521,"C50","Giuoco Piano",6,20
"7TYQGZCJ","TRUE",71,"resign","white","15+0",1758,1160,"D20","Queen's Gambit Accepted: Central Variation |  McDonnell Defense",6,15
"CuVZiqJM","TRUE",41,"mate","white","10+3",1561,1166,"C44","Scotch Game",5,10
"7JK0UUgx","TRUE",37,"resign","white","8+3",1939,1167,"C20","King's Pawn Game: Wayward Queen Attack",3,8
"j5PBrN19","TRUE",30,"resign","black","10+0",1173,1751,"C20","King's Pawn Game",2,10
"Z1M9z44Z","TRUE",1,"resign","white","10+0",1670,1175,"B00","King's Pawn",1,10
"9Jgd3ECw","TRUE",51,"mate","white","10+0",1573,1179,"C50","Italian Game",5,10
"5PbDSOM0","TRUE",47,"resign","black","10+0",1184,1500,"A00","Van't Kruijs Opening",1,10
"BaHl4cje","TRUE",154,"outoftime","black","10+0",1965,2087,"C01","French Defense: Exchange Variation |  Monte Carlo Variation",7,10
"4aiuVq2x","TRUE",40,"mate","black","10+0",1420,1964,"C50","Giuoco Piano",6,10
"Gidrnr39","TRUE",45,"resign","white","10+0",2000,1962,"C54","Italian Game: Giuoco Piano |  Greco's Attack",13,10
"CDpqekF1","TRUE",51,"mate","white","8+0",2052,1971,"E76","King's Indian Defense: Four Pawns Attack |  Dynamic Attack",13,8
"jcmtMyaa","TRUE",146,"outoftime","black","10+0",1987,1900,"C45","Scotch Game",7,10
"q30DTIqH","TRUE",76,"resign","black","10+0",1821,1979,"C36","King's Gambit Accepted: Modern Defense #2",7,10
"FrB4SBij","TRUE",144,"resign","black","10+0",1996,1886,"B14","Caro-Kann Defense: Panov Attack",10,10
"wVVdMaCu","TRUE",43,"resign","black","10+0",1673,1992,"B15","Caro-Kann Defense: Rasa-Studier Gambit",7,10
"PGQkBFHm","TRUE",70,"mate","black","10+0",1672,1988,"C20","Bishop's Opening: Boi Variation",4,10
"kPkQGuG3","TRUE",45,"resign","white","10+0",1983,1764,"B20","Sicilian Defense: Bowdler Attack",3,10
"2N11Zoiq","TRUE",89,"mate","white","10+0",1971,1965,"B06","Robatsch (Modern) Defense",4,10
"mZjuXev2","TRUE",29,"resign","white","10+3",1955,1454,"C00","French Defense: Normal Variation",3,10
"P1pJekpv","TRUE",71,"resign","white","10+0",1668,1976,"C50","Italian Game: Giuoco Pianissimo |  Normal",8,10
"nc2iXoqQ","TRUE",24,"resign","black","10+0",1978,2457,"A10","English Opening: Great Snake Variation",2,10
"YeANMECT","TRUE",29,"resign","black","10+0",1651,1974,"C51","Italian Game: Evans Gambit Declined |  5.a4",9,10
"x6Di4GBX","TRUE",57,"resign","white","10+0",1963,1942,"C01","French Defense: Exchange Variation |  Monte Carlo Variation",7,10
"iL5gfkLi","TRUE",20,"resign","white","10+0",1971,1184,"B20","Sicilian Defense: Bowdler Attack",3,10
"ZG8j22te","TRUE",39,"mate","white","10+0",1971,1317,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"roan7WHy","TRUE",118,"mate","black","10+0",1774,1965,"C54","Italian Game: Classical Variation |  Greco Gambit |  Traditional Line",11,10
"37cIabzi","TRUE",71,"resign","black","12+12",1975,2015,"B21","Sicilian Defense: McDonnell Attack",3,12
"2SOMFlxB","TRUE",57,"mate","white","10+0",1972,1643,"C55","Italian Game: Anti-Fried Liver Defense",6,10
"0Znhw50H","TRUE",41,"resign","white","10+0",2042,1982,"A53","Old Indian Defense",4,10
"MQGTeemm","TRUE",48,"resign","black","10+0",1872,1973,"C45","Scotch Game",7,10
"uRFTxnq6","TRUE",63,"mate","white","10+0",1962,1924,"B21","Sicilian Defense: McDonnell Attack",3,10
"5Gim4qaj","TRUE",31,"resign","white","10+0",1588,1996,"A00","Polish Opening",1,10
"EntKIpge","TRUE",29,"resign","white","10+0",1993,1609,"B07","Pirc Defense #5",3,10
"hX4hiaAf","TRUE",29,"resign","white","10+0",2007,2005,"B00","Owen Defense",2,10
"LxklMW66","TRUE",33,"mate","white","15+15",1754,1500,"B01","Scandinavian Defense",2,15
"hbrjhd16","TRUE",62,"resign","black","10+0",1707,1775,"A00","Polish Opening: King's Indian Variation",4,10
"CJdPYxVM","TRUE",59,"resign","white","10+0",1762,1833,"A07","King's Indian Attack: Sicilian Variation",4,10
"stLW9WMu","TRUE",53,"resign","white","10+0",1750,1775,"A00","Hungarian Opening",1,10
"YzgJI16z","TRUE",29,"resign","white","10+0",1765,1761,"C44","Scotch Game",5,10
"S6FSwnve","TRUE",150,"outoftime","black","15+0",2054,2123,"C02","French Defense: Advance Variation |  Euwe Variation",10,15
"vHnthNM4","TRUE",122,"draw","draw","25+5",1666,1701,"B14","Caro-Kann Defense: Panov Attack",10,25
"fUjcNng9","TRUE",143,"resign","white","25+5",1690,1677,"B12","Caro-Kann Defense: Advance Variation |  Van der Wiel Attack",7,25
"wWVnMMuE","TRUE",132,"resign","black","25+5",1702,1664,"B18","Caro-Kann Defense: Classical Variation",8,25
"JRqaJ5NB","TRUE",30,"mate","black","25+5",1715,1651,"B12","Caro-Kann Defense: Advance Variation |  Short Variation",7,25
"Ob30mF8J","TRUE",41,"resign","white","25+5",1705,1661,"B18","Caro-Kann Defense: Classical Variation",8,25
"wyhmaLDb","TRUE",64,"resign","black","15+3",1708,1694,"E60","King's Indian Defense: Normal Variation |  King's Knight Variation",5,15
"AHIxde3Q","TRUE",150,"draw","draw","15+3",1694,1709,"B10","Caro-Kann Defense",2,15
"SyWbDLpe","TRUE",87,"mate","white","15+3",1697,1705,"C55","Italian Game: Two Knights Defense |  Modern Bishop's Opening",7,15
"VLnIq6f0","TRUE",52,"mate","black","15+3",1716,1684,"D01","Queen's Pawn Game: Chigorin Variation",4,15
"u4hQYL7V","TRUE",110,"resign","black","15+3",1696,1706,"E61","King's Indian Defense",6,15
"Zf9AV6Aa","TRUE",107,"resign","white","15+3",1695,1708,"B10","Caro-Kann Defense",2,15
"SiAocaUF","TRUE",157,"draw","draw","15+3",1708,1694,"C66","Ruy Lopez: Berlin Defense |  Improved Steinitz Defense",8,15
"LlV1fnE0","TRUE",49,"resign","white","15+3",1682,1721,"A43","Benoni Defense: Benoni Gambit Accepted",3,15
"xEWJADlu","TRUE",67,"mate","white","15+5",1679,1834,"C55","Italian Game: Anti-Fried Liver Defense",6,15
"WIqPK60Q","TRUE",62,"resign","black","15+0",1869,1670,"A07","King's Indian Attack",3,15
"a0kNz8fK","TRUE",37,"mate","white","14+0",1877,1675,"C34","King's Gambit Accepted |  MacLeod Defense",6,14
"WVsn7wDi","TRUE",143,"mate","white","19+17",1661,1762,"A56","Benoni Defense",4,19
"HThNBLPJ","TRUE",56,"resign","white","19+17",1753,1670,"B00","Caro-Kann Defense: Hillbilly Attack",3,19
"LDoLJndl","TRUE",117,"resign","white","10+0",1289,1455,"E00","Indian Game: East Indian Defense",4,10
"nOfolrmc","TRUE",90,"mate","black","10+0",1466,1458,"A21","English Opening: King's English Variation |  Reversed Sicilian",3,10
"vx1NK242","TRUE",26,"resign","white","10+0",1458,1363,"A85","Dutch Defense: Queen's Knight Variation",5,10
"On2yBUmn","TRUE",64,"outoftime","black","10+0",1367,1450,"A46","Indian Game: London System",5,10
"iBZP1i4L","TRUE",87,"resign","white","10+0",1536,1459,"B20","Sicilian Defense: Bowdler Attack",3,10
"8B5PTymc","TRUE",25,"resign","black","10+0",1345,1452,"B93","Sicilian Defense: Najdorf Variation |  Amsterdam Variation",11,10
"0ZlnifeX","TRUE",76,"resign","black","10+0",1459,1569,"A04","Zukertort Opening: Queen's Gambit Invitation",2,10
"8I8oPDq1","TRUE",71,"outoftime","white","10+0",1447,1479,"D94","Gruenfeld Defense: Three Knights Variation |  Paris Variation",11,10
"glkvWzfL","TRUE",54,"resign","black","10+0",1454,1613,"A22","English Opening: King's English Variation |  Two Knights Variation",4,10
"CU7oKMxy","TRUE",106,"resign","white","10+0",1502,1463,"B94","Sicilian Defense: Najdorf Variation",11,10
"lSrBscyA","TRUE",91,"mate","white","10+0",1451,1514,"A10","English Opening: Anglo-Lithuanian Variation",2,10
"IridYNsE","TRUE",40,"mate","black","10+0",1463,1413,"D31","Queen's Gambit Declined: Queen's Knight Variation",5,10
"m2Pu7xGp","TRUE",42,"resign","black","10+0",1423,1453,"A45","Indian Game: Pawn Push Variation",3,10
"x4V0UDiq","TRUE",74,"resign","black","10+0",1455,1442,"B20","Sicilian Defense",2,10
"78aM8uSv","TRUE",111,"resign","white","10+0",1488,1451,"C20","King's Pawn Game: Macleod Attack",3,10
"gplsow53","TRUE",30,"resign","black","10+0",1459,1566,"A13","English Opening: Agincourt Defense",2,10
"ap7ukHUK","TRUE",53,"resign","black","10+0",1475,1314,"A21","English Opening: King's English Variation |  Reversed Sicilian",3,10
"kTHPUY7h","TRUE",47,"resign","white","10+0",1451,1477,"C65","Ruy Lopez: Berlin Defense #2",6,10
"dP8cJnEe","TRUE",111,"mate","white","10+0",1468,1386,"A22","English Opening: King's English Variation |  Two Knights Variation",4,10
"DuSEaxaU","TRUE",54,"resign","white","10+0",1858,1450,"C00","French Defense: Knight Variation",3,10
"eOA42bSo","TRUE",118,"mate","black","10+0",1453,1772,"E20","Nimzo-Indian Defense",6,10
"6e96gw5G","TRUE",63,"mate","white","10+0",1447,1273,"D06","Queen's Gambit Refused: Chigorin Defense |  Modern Gambit",8,10
"JLA9QSdh","TRUE",24,"mate","black","10+0",1457,1510,"D02","Queen's Pawn Game: Zukertort Variation",3,10
"vz7PfFMk","TRUE",68,"resign","black","10+0",1363,1448,"B20","Sicilian Defense: Bowdler Attack",3,10
"WLBmCj8C","TRUE",41,"resign","white","10+0",1429,1460,"C34","King's Gambit Accepted |  MacLeod Defense",6,10
"umOIRlaz","TRUE",15,"resign","white","10+0",1453,1316,"B40","Sicilian Defense: French Variation",4,10
"MNMnYSmK","TRUE",56,"resign","black","10+0",1388,1444,"D01","Richter-Veresov Attack",5,10
"hxW6JWR4","TRUE",82,"outoftime","black","10+0",1260,1438,"A10","English Opening: Great Snake Variation",2,10
"iqWHIBRv","TRUE",33,"resign","white","10+0",1429,1377,"D02","Queen's Pawn Game: Chigorin Variation",4,10
"CAB6B57M","TRUE",64,"resign","black","10+0",1439,1453,"A41","Rat Defense: English Rat",4,10
"NEsUUVDC","TRUE",68,"resign","white","10+0",1555,1447,"B20","Sicilian Defense: Bowdler Attack",3,10
"K3wDx0gp","TRUE",46,"resign","white","10+0",1478,1458,"A45","Indian Game",2,10
"LqYNTG1P","TRUE",84,"mate","black","10+0",1408,1448,"A00","Van't Kruijs Opening",1,10
"mfzgYRpr","TRUE",57,"mate","white","10+0",1437,1418,"A13","English Opening: Agincourt Defense #3",3,10
"8Y419qkq","TRUE",40,"resign","white","10+0",1540,1446,"B21","Sicilian Defense: Smith-Morra Gambit #2",3,10
"Cv4vUhmn","TRUE",42,"mate","black","10+0",1438,1698,"C50","Giuoco Piano",6,10
"a5jf6q8p","TRUE",50,"resign","white","10+0",1752,1441,"A03","Bird Opening: Dutch Variation",2,10
"xoO2cG1D","TRUE",52,"resign","black","10+0",1444,1815,"A04","Reti Opening #2",2,10
"3f9PFZmO","TRUE",30,"resign","black","10+0",1449,1636,"A40","Englund Gambit Declined |  Reversed French",3,10
"lUbqxOse","TRUE",39,"resign","white","10+0",2076,1450,"B15","Caro-Kann Defense",5,10
"9GHWkvzE","TRUE",44,"resign","white","10+0",1427,1359,"C70","Ruy Lopez: Morphy Defense |  Caro Variation",8,10
"4IexOZ6d","TRUE",58,"mate","black","10+0",1425,1415,"A11","English Opening: Caro-Kann Defensive System",2,10
"KsP36zNZ","TRUE",52,"resign","black","10+0",1423,1533,"D02","Queen's Pawn Game: Chigorin Variation",4,10
"C8DqD3tb","TRUE",30,"resign","black","10+0",1573,1407,"C15","French Defense: Winawer Variation |  Fingerslip Variation",7,10
"hMu7WNNn","TRUE",77,"mate","white","10+0",1391,1601,"A07","King's Indian Attack",3,10
"r2oGugx7","TRUE",108,"mate","black","15+0",1060,1134,"A01","Nimzo-Larsen Attack: Modern Variation #2",3,15
"nMrMUMij","TRUE",38,"mate","black","10+0",1124,1790,"A00","Ware Opening",1,10
"Ef7YcYnf","TRUE",41,"mate","white","10+0",1460,1153,"A00","Hungarian Opening",1,10
"heFyMi4G","TRUE",36,"mate","black","10+0",1203,1422,"A00","Polish Opening",1,10
"DecITwVN","TRUE",10,"mate","black","14+14",1402,1208,"A01","Nimzo-Larsen Attack: Modern Variation",2,14
"MD6mhaRg","TRUE",37,"mate","white","14+14",1689,1500,"D00","Queen's Pawn Game: Chigorin Variation",3,14
"RVdKnAU2","TRUE",115,"mate","white","10+0",1349,1306,"C41","Philidor Defense #2",4,10
"O7iE2h5g","TRUE",88,"resign","black","10+3",1404,1326,"C62","Ruy Lopez: Steinitz Defense",6,10
"FK8oCvhv","TRUE",39,"resign","white","10+0",1466,1439,"D20","Queen's Gambit Accepted",4,10
"8kAoaCQC","TRUE",77,"outoftime","white","10+0",1127,1108,"A40","Horwitz Defense",2,10
"BBopJByw","TRUE",74,"resign","black","10+0",1254,1256,"B00","Nimzowitsch Defense |  Declined Variation",3,10
"5w56AoAC","TRUE",34,"outoftime","black","10+0",1172,1162,"C50","Italian Game",5,10
"7iTsaZVA","TRUE",29,"mate","white","10+0",1264,1289,"C20","King's Pawn Game: Wayward Queen Attack",3,10
"OgPQeKAL","TRUE",46,"resign","black","10+0",1500,1435,"C27","Vienna Game",3,10
"GEatTuzU","TRUE",96,"outoftime","black","15+0",1619,1574,"C00","French Defense: Franco-Hiva Gambit II",4,15
"dkfR92Ei","TRUE",10,"resign","black","20+0",1575,1640,"C23","Bishop's Opening",3,20
"VNGUdHey","TRUE",104,"resign","black","20+0",1654,1561,"D00","Queen's Pawn Game #3",4,20
"Jrx6mwyl","TRUE",74,"draw","draw","20+0",1558,1657,"D20","Queen's Gambit Accepted: Old Variation",5,20
"JA53OUnQ","TRUE",51,"mate","white","10+0",1574,1569,"C01","French Defense: Franco-Hiva Gambit I",4,10
"vf4OkzfY","TRUE",46,"resign","black","10+0",1894,2133,"C02","French Defense: Advance Variation |  Paulsen Attack",9,10
"pIGkE4Li","TRUE",64,"resign","black","10+0",2135,2118,"C00","French Defense: Knight Variation",3,10
"vRV5bnC5","TRUE",36,"resign","black","10+5",2021,2107,"C00","French Defense: Two Knights Variation",5,10
"uTxoL7VD","TRUE",115,"resign","white","10+5",2095,2029,"C65","Ruy Lopez: Berlin Defense #2",6,10
"5YzOVhv8","TRUE",110,"outoftime","black","8+0",2092,2080,"C00","French Defense: La Bourdonnais Variation",3,8
"kBqSZQIf","TRUE",81,"resign","white","10+0",2110,2095,"C00","French Defense: Knight Variation",3,10
"Q3rwjtY7","TRUE",137,"mate","white","8+2",2262,2104,"A40","Horwitz Defense",2,8
"Xbo6QLwR","TRUE",43,"resign","white","8+2",2081,2243,"B07","Pirc Defense #4",2,8
"3Vr7tPzZ","TRUE",63,"resign","white","20+0",2062,2140,"C00","French Defense: Knight Variation",3,20
"4vUVw9w6","TRUE",54,"resign","black","10+15",1928,2051,"C00","French Defense #2",2,10
"Z8KU1ykB","TRUE",101,"mate","white","8+0",2203,2061,"C17","French Defense: Winawer Variation |  Advance Variation",9,8
"v3EwpOQ4","TRUE",66,"mate","black","8+0",2073,2195,"B40","Sicilian Defense: Wing Gambit Deferred",5,8
"RR4illOH","TRUE",84,"resign","black","8+2",2077,2443,"B20","Sicilian Defense: Wing Gambit |  Marshall Variation",5,8
"RydnY8Uo","TRUE",42,"resign","white","8+2",2440,2081,"A97","Dutch Defense: Ilyin-Zhenevsky |  Winter Variation",15,8
"VbRvVzSK","TRUE",28,"resign","black","8+2",2085,2436,"B20","Sicilian Defense: Wing Gambit |  Marshall Variation",5,8
"jJd1OaF1","TRUE",37,"resign","white","8+2",2432,2090,"A13","English Opening: Agincourt Defense #3",3,8
"jUGjVbtE","TRUE",47,"resign","white","10+10",2351,2097,"A04","Zukertort Opening: Queen's Gambit Invitation",2,10
"bVWLpEYN","TRUE",60,"resign","black","10+10",2104,2340,"B07","Pirc Defense",4,10
"hfr7lohS","TRUE",72,"resign","black","8+0",2123,2116,"B01","Scandinavian Defense: Main Line |  Leonhardt Gambit",7,8
"5RjfS9aj","TRUE",33,"mate","white","8+0",2105,2145,"C00","French Defense: Knight Variation",3,8
"wo0QlcED","TRUE",83,"outoftime","white","8+0",2125,2115,"B01","Scandinavian Defense: Main Line |  Leonhardt Gambit",7,8
"9aN2fuTi","TRUE",52,"resign","black","15+10",2140,2244,"C78","Ruy Lopez: Morphy Defense",9,15
"r8Wd198k","TRUE",57,"resign","white","15+10",2220,2157,"A84","Dutch Defense: Rubinstein Variation",5,15
"lSP6rS5w","TRUE",50,"resign","black","9+0",2173,2287,"B20","Sicilian Defense: Wing Gambit |  Carlsbad Variation",6,9
"aYAW4iyo","TRUE",150,"resign","black","10+0",2160,2214,"B13","Caro-Kann Defense: Exchange Variation",5,10
"WihO08oi","TRUE",110,"mate","black","17+15",2175,2322,"B06","Modern Defense: Norwegian Defense",4,17
"q7i4RcHT","TRUE",51,"resign","white","17+15",2304,2194,"C00","French Defense: Reti-Spielmann Attack",3,17
"yRghIfIO","TRUE",158,"mate","black","8+2",2213,2323,"B13","Caro-Kann Defense: Exchange Variation",5,8
"kDHFGoZl","TRUE",68,"resign","black","10+10",2290,2317,"B20","Sicilian Defense: Wing Gambit |  Carlsbad Variation",6,10
"6r5wllEH","TRUE",50,"resign","black","10+0",1803,2285,"C00","French Defense: Two Knights Variation",5,10
"9x7PHkAO","TRUE",55,"mate","white","10+0",2409,2314,"C18","French Defense: Winawer Variation |  Maroczy-Wallis Variation",12,10
"wqqhbDVR","TRUE",82,"outoftime","black","10+0",1667,1807,"C14","French Defense: Classical Variation |  Steinitz Variation",13,10
"vC9VtTHR","TRUE",15,"resign","black","10+0",1647,1745,"D11","Slav Defense: Modern Line",5,10
"stsSAAyT","TRUE",36,"mate","black","10+0",1796,1680,"C45","Scotch Game: Schmidt Variation",8,10
"MV0y5hTy","TRUE",4,"resign","black","10+0",1650,1895,"A00","Van't Kruijs Opening",1,10
"F2MVWK86","TRUE",50,"resign","black","10+8",1500,1406,"C44","King's Knight Opening: Normal Variation",4,10
"422oFLtz","TRUE",51,"mate","white","10+5",1487,1200,"C20","King's Pawn Game: Bavarian Gambit",4,10
"MN0aGea2","TRUE",6,"resign","black","10+0",1500,2113,"B30","Sicilian Defense: Old Sicilian",4,10
"q2Tud8VX","TRUE",56,"mate","black","18+0",1242,1216,"E50","Nimzo-Indian Defense: 4.e3 e8g8 |  5.Nf3 |  without ...d5",9,18
"o30dacOu","TRUE",46,"resign","black","18+0",1248,1417,"C57","Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation",8,18
"ou1Cu7iZ","TRUE",20,"mate","black","18+0",1252,1498,"B20","Sicilian Defense: Bowdler Attack",3,18
"XlIT22NP","TRUE",100,"mate","black","15+15",1248,1342,"C40","King's Pawn Game: Damiano Defense",4,15
"jocu8uJD","TRUE",71,"outoftime","white","10+0",1227,1260,"C24","Bishop's Opening: Berlin Defense",4,10
"BnLENy9F","TRUE",81,"mate","white","15+15",1386,1268,"C22","Center Game: Normal Variation",6,15
"XLDxRe7Q","TRUE",47,"mate","white","18+0",1250,1475,"C41","Philidor Defense #3",5,18
"okWpP0qF","TRUE",109,"mate","white","15+30",1227,1191,"C46","Four Knights Game: Italian Variation",7,15
"N3PBJ07V","TRUE",67,"outoftime","white","10+0",1218,1158,"C40","King's Knight Opening",3,10
"v25IG9EQ","TRUE",57,"mate","white","10+0",1210,1100,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"mju1hBzW","TRUE",26,"resign","black","10+0",1036,1179,"A00","Saragossa Opening",1,10
"GUa6UZbY","TRUE",41,"mate","white","10+0",1172,1060,"D31","Queen's Gambit Declined: Queen's Knight Variation",5,10
"X5vmhqx5","TRUE",141,"mate","white","10+0",1167,1078,"E00","Kangaroo Defense: Keres Defense |  Transpositional Variation",5,10
"BbOKr5Pp","TRUE",41,"mate","white","10+0",1148,1099,"D44","Queen's Gambit Declined: Vienna Variation |  Quiet Variation",9,10
"wzymu0D6","TRUE",95,"mate","white","10+0",1139,1089,"D10","Slav Defense #3",6,10
"vZZFEyX5","TRUE",107,"draw","draw","10+0",1141,1138,"C47","Four Knights Game: Scotch Variation",7,10
"bAzqaHZU","TRUE",77,"mate","white","10+0",1130,1048,"E20","Nimzo-Indian Defense: Ragozin Variation",8,10
"eBUtxG3l","TRUE",83,"mate","white","10+0",1034,1144,"B21","Sicilian Defense: Smith-Morra Gambit #2",3,10
"ZBI0I0ud","TRUE",68,"mate","black","10+0",1159,1019,"D07","Queen's Gambit Refused: Chigorin Defense #3",6,10
"WA74dy1J","TRUE",19,"resign","white","10+0",1149,1119,"D08","Queen's Gambit Refused: Albin Countergambit",4,10
"lCpgR02E","TRUE",49,"mate","white","10+9",1149,1159,"B00","Nimzowitsch Defense: Kennedy Variation",4,10
"SeEEpEXK","TRUE",108,"mate","black","10+9",1172,1137,"B00","Owen Defense",2,10
"aq1gp9cR","TRUE",34,"resign","black","15+0",1129,1161,"C40","King's Pawn Game: Damiano Defense",4,15
"lBKsGfWv","TRUE",36,"mate","black","15+0",1174,1115,"E20","Nimzo-Indian Defense: Ragozin Variation",8,15
"wZ6cYfAK","TRUE",77,"mate","white","15+15",1836,1500,"E20","Nimzo-Indian Defense: Ragozin Variation",8,15
"un69uwEs","TRUE",23,"mate","white","15+15",1414,1500,"B00","Owen Defense",2,15
"N3kY74Wu","TRUE",102,"outoftime","black","10+0",1426,1461,"C40","King's Pawn Game: Damiano Defense",4,10
"PGnCIyHz","TRUE",74,"resign","white","15+10",1635,1432,"C42","Russian Game: Urusov Gambit",5,15
"NLolYGKe","TRUE",16,"mate","black","15+0",1570,1414,"D30","Queen's Gambit Declined",4,15
"H0GD89TN","TRUE",67,"resign","white","15+0",1312,1298,"A01","Nimzo-Larsen Attack: Classical Variation",2,15
"BZDoKXsX","TRUE",77,"resign","white","8+8",1323,1263,"A04","Zukertort Opening: Ross Gambit",2,8
"4uu68Rdi","TRUE",53,"resign","white","10+0",1791,1983,"B08","Pirc Defense: Classical Variation |  Schlechter Variation",9,10
"Zew1YTJP","TRUE",34,"resign","black","10+0",1437,1786,"D00","Queen's Pawn Game #3",4,10
"EOGl7Wix","TRUE",45,"outoftime","white","15+0",1782,1417,"C55","Italian Game: Anti-Fried Liver Defense",6,15
"89qPGtvp","TRUE",17,"resign","white","15+0",1766,1709,"C40","King's Pawn Game: McConnell Defense",4,15
"2jRV6FDo","TRUE",34,"resign","black","15+0",1500,1758,"B50","Sicilian Defense",4,15
"1fELZsyN","TRUE",32,"mate","black","15+0",1777,1736,"C00","French Defense: Horwitz Attack",3,15
"2BHBIGg0","TRUE",35,"mate","white","15+0",1710,1790,"C40","King's Pawn Game: McConnell Defense",4,15
"HECIVKUl","TRUE",42,"resign","black","15+0",1805,1680,"C00","French Defense #2",2,15
"jO7g83oG","TRUE",55,"mate","white","15+0",1641,1959,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,15
"hWxl57Dx","TRUE",43,"resign","white","15+0",1586,1654,"C00","French Defense: Normal Variation",3,15
"0xhmhrm1","TRUE",38,"resign","black","15+0",1457,1567,"B20","Sicilian Defense",2,15
"conWQtih","TRUE",39,"mate","white","10+0",2274,1350,"C00","Rat Defense: Small Center Defense",4,10
"X1CCFaAi","TRUE",10,"resign","black","10+3",1406,1655,"D01","Queen's Pawn Game: Chigorin Variation",4,10
"5liQdaIN","TRUE",43,"resign","white","15+8",1894,1961,"A30","English Opening: Symmetrical Variation",2,15
"UZyCJ1oK","TRUE",103,"resign","white","15+8",1923,1967,"A48","Indian Game: Colle System |  King's Indian Variation",8,15
"tTCcKXQa","TRUE",77,"resign","white","15+5",1994,1886,"E15","Queen's Indian Defense: Fianchetto Traditional",8,15
"cN8DzzoF","TRUE",25,"mate","white","10+0",1748,1216,"A10","English Opening: Anglo-Lithuanian Variation",2,10
"K3Gtmpo1","TRUE",81,"mate","white","10+5",1087,1233,"A06","Zukertort Opening: Reversed Mexican Defense",3,10
"9TxCHRqC","TRUE",38,"mate","black","10+3",1244,1297,"C40","King's Pawn Game: Damiano Defense",4,10
"Yxn9MK2o","TRUE",43,"resign","white","10+3",1218,1841,"C45","Scotch Game: Classical Variation",8,10
